titulo;link;vistas;authors;ultimaActualizacion;last_chapter
My New Wife Is Forcing Herself To Smile;https://manganelo.com/manga/jr921534;445580;Matsumoto Kengo;Feb 15,20;5
Chichi No Koyomi;https://manganelo.com/manga/chichi_no_koyomi;54686;Yuuki Homura, Yumizuru Izuru;Feb 16,20;5
The Struggle Of A 0 Love Flag Girl;https://manganelo.com/manga/xh920756;134810;Mako Migino;Feb 16,20;5
Daddy From Hell;https://manganelo.com/manga/fc922035;220851;Alan Suace;Feb 16,20;5
Ephemeral Scale;https://manganelo.com/manga/bu919183;54314;Sorai Mone;Feb 17,20;5
Utakata No Uroko;https://manganelo.com/manga/ob918250;81544;Sorai Mone;Feb 17,20;5
Hero Or Demon Lord? Let Me Choose!;https://manganelo.com/manga/av919857;312607;Takayomi;Feb 17,20;5
Girls' Frontline Trigger Happy;https://manganelo.com/manga/yq922181;38748;SUNBORN Japan;Feb 18,20;5
Hayashitate Matsuri♪;https://manganelo.com/manga/ky921284;42370;Donten Kosaka;Feb 18,20;5
Goddess's Personal Doctor;https://manganelo.com/manga/jl922052;109041;Island project;Feb 18,20;5
Momoiro Ome-Chen;https://manganelo.com/manga/momoiro_omechen;218168;YQ Cartoon;Feb 18,20;5
Handsome Girl And Sheltered Girl;https://manganelo.com/manga/gu920629;314553;Jeulbahsen;Feb 18,20;5
Vivid Line;https://manganelo.com/manga/vt921908;104851;Kaze no Ko;Feb 19,20;5
Love In Fallen City: Forbidden Royal;https://manganelo.com/manga/dw921677;30515;Leng Qing Shan, Shanghai Mankai Cartoon;Jan 01,20;5
Sword Art Online - Kirito's Gun Gale Wars;https://manganelo.com/manga/sword_art_online_kiritos_gun_gale_wars;165523;Kawahara Reki, Wagyuu Kuroge;Jan 02,20;5
Warikitta Kankei Desukara.;https://manganelo.com/manga/ih921167;385350;FLOWERCHILD;Jan 02,20;5
Mobile Suit Gundam Age - Final Evolution;https://manganelo.com/manga/br921176;28472;Bau;Jan 09,20;5
See You At The Food Court Tomorrow.;https://manganelo.com/manga/av920965;160367;Shinichirou Nariie;Jan 10,20;5
Masaki's Bread Makes People Happy;https://manganelo.com/manga/ji918897;140916;Yoshiyuki Takahashi, Noriyuki Yamahana;Jan 11,20;5
Youkai Gurentai;https://manganelo.com/manga/qe921215;177852;Tadatomo Suzuki;Jan 11,20;5
Monstaboo;https://manganelo.com/manga/ht920135;251299;Takahashi Yuya;Jan 11,20;5
Tomodachi Ijou;https://manganelo.com/manga/tomodachi_ijou;105933;Okazaki Mari;Jan 12,20;5
Comic Girls;https://manganelo.com/manga/rqhp187411573819808;311804;Hanzawa Kaori;Jan 12,20;5
Charai Hayama Ni Kyun To Kita;https://manganelo.com/manga/charai_hayama_ni_kyun_to_kita;226088;Machino Iroha;Jan 14,20;5
Monokuro Limit;https://manganelo.com/manga/monokuro_limit;310418;UNAP! (Maine);Jan 15,20;5
Utahime;https://manganelo.com/manga/vr921852;23068;unknown;Jan 17,20;5
Love In Murder;https://manganelo.com/manga/gq921512;66246;Lan Jie Bu Jie;Jan 21,20;5
Jigoku Meguri;https://manganelo.com/manga/jigoku_meguri;243747;Kuju Siam;Jan 21,20;5
By Spring;https://manganelo.com/manga/gq921227;280794;Wadapen;Jan 22,20;5
Crawling Into Me In The Middle Of The Night;https://manganelo.com/manga/lv919978;589452;Taoka;Jan 22,20;5
War Machine;https://manganelo.com/manga/lw920789;147420;Yan Qiang,Look Manhua;Jan 23,20;5
Original Chronicle Magical Girl Lyrical Nanoha The 1St;https://manganelo.com/manga/aj920212;41030;Masaki Tsuzuki;Jan 24,20;5
Original Chronicle Mahou Shoujo Lyrical Nanoha The 1St;https://manganelo.com/manga/original_chronicle_mahou_shoujo_lyrical_nanoha_the_1st;52025;Tsuzuki Maki;Jan 24,20;5
Delta Of Midsummer;https://manganelo.com/manga/wx921541;56919;Yoshiko Watanuki;Jan 27,20;5
My Broken Mariko;https://manganelo.com/manga/ln921757;81838;Waka Hirako;Jan 27,20;5
The Golden Haired Elementalist;https://manganelo.com/manga/io921991;115765;unknown;Jan 28,20;5
Goodbye, My Rose Garden;https://manganelo.com/manga/sz921181;131197;Pepako Dokuta;Jan 28,20;5
Shaman King: Red Crimson;https://manganelo.com/manga/shaman_king_red_crimson;140476;Hiroyuki Takei, Jet Kusakura;Jan 28,20;5
Ano Koro No Aoi Hoshi;https://manganelo.com/manga/gt921529;135736;Kani;Jan 29,20;5
Nejimage Factor;https://manganelo.com/manga/nejimage_factor1;287584;Kamizuki Shiki;Jan 29,20;5
Jubunnoichi No Hanayome;https://manganelo.com/manga/tz918762;783964;Yukino;Jan 29,20;5
Kaguya-Sama Wa Kokurasetai: Ishigami X Iino Fancomics;https://manganelo.com/manga/tq922018;44131;Asai;Jan 30,20;5
The Golden Haired Wizard;https://manganelo.com/manga/ed920918;415521;Seulbi,Domag;Jan 30,20;5
Yuukoku No Rasputin;https://manganelo.com/manga/dcyp252851568856907;87588;Nagasaki Takashi, Itou Junji;Nov 01,19;5
Baikoku Kikan;https://manganelo.com/manga/baikoku_kikan;268351;Carlo Zen, Yoshinao Shina;Nov 01,19;5
Fetish Bl Anthology;https://manganelo.com/manga/sf921020;189716;Various Artists;Nov 02,19;5
Good Fortune Comes To The Demon Who Smiles;https://manganelo.com/manga/uv918623;263572;Kotetsuko Yamamoto;Nov 04,19;5
Sadako-San And Sadako-Chan;https://manganelo.com/manga/rh921070;103326;Aya Tsutsumi,Koji Suzuki,Sugihara Noriaki;Nov 05,19;5
Les Miserables (Arai Takahiro);https://manganelo.com/manga/les_miserables_arai_takahiro;97307;Victor Hugo;Nov 09,19;5
Okuru Kotoba;https://manganelo.com/manga/yk917629;152667;Toshiko Machida;Nov 09,19;5
You And Tonight;https://manganelo.com/manga/on921142;52289;Keiko Kinoshita;Nov 12,19;5
Yoshioka-San Is In A Bad Mood;https://manganelo.com/manga/rw919042;264968;Tsubasa Fukuchi;Nov 13,19;5
I Love You (Youko Fujitani);https://manganelo.com/manga/dd921152;103062;Youko Fujitani;Nov 14,19;5
Todo No Tsumari No Uchouten;https://manganelo.com/manga/todo_no_tsumari_no_uchouten;162151;Arata Iri;Nov 21,19;5
Our Lives After The Apocalypse;https://manganelo.com/manga/ij918759;273974;Fuminonagi;Nov 21,19;5
Levius/est;https://manganelo.com/manga/vt921239;68504;Haruhisa Nakata;Nov 24,19;5
Secret Reptiles;https://manganelo.com/manga/sz917899;198793;Gujira;Nov 26,19;5
Mr. Clice;https://manganelo.com/manga/mr_clice;113321;Akimoto Osamu;Nov 27,19;5
Your Turn To Die: Death Game By Majority;https://manganelo.com/manga/jd920613;81407;Nankidai;Nov 30,19;5
Saeki-Kun Ni Tsunagatchau!;https://manganelo.com/manga/saekikun_ni_tsunagatchau;278080;Mishima Kazuhiko;Nov 30,19;5
Shousetsuka No Shitsukekata;https://manganelo.com/manga/msoq256631567096623;371145;Asai Sai;Nov 30,19;5
The Underground Kids;https://manganelo.com/manga/ka920762;25835;Nana Shiiba;Oct 01,19;5
Youjo Senki Restaurant;https://manganelo.com/manga/youjo_senki_restaurant;212140;Readcomic;Oct 05,19;5
Fermata Life;https://manganelo.com/manga/ks920833;25830;Emi Fukasaku;Oct 09,19;5
Isekai De Mofumofu Nadenade Suru Tame Ni Ganbattemasu.;https://manganelo.com/manga/dc919039;1308554;Himawari,Yuriko Takakami;Oct 12,19;5
Sit, Wait, Kiss Me;https://manganelo.com/manga/qr920142;331544;Goto;Oct 15,19;5
Shindou Family Circumstances;https://manganelo.com/manga/bc920888;24309;Maki Murakami;Oct 17,19;5
Water Memories;https://manganelo.com/manga/co920895;87472;Yaya Sakuragi;Oct 18,19;5
Mommy Run Away: Daddy Is Chasing After You;https://manganelo.com/manga/qm920899;154726;unknown;Oct 18,19;5
Für Elise;https://manganelo.com/manga/qu919818;73324;Kkori;Oct 20,19;5
It's Like A Spring Storm;https://manganelo.com/manga/th920898;101248;Kurukuruhime;Oct 20,19;5
"Suntzu's ""the Art Of War""";https://manganelo.com/manga/qw920929;32744;Adachi Yousuke;Oct 21,19;5
Don't Pick Up The Soap;https://manganelo.com/manga/pi920930;426239;Tooyama Ema;Oct 21,19;5
The Revelation Of Spring And Sons Of Snow;https://manganelo.com/manga/fk919723;130548;Hagi,Sanae Yumibe;Oct 22,19;5
Bocchi The Rock;https://manganelo.com/manga/ms918666;88324;Hamaji Aki;Oct 28,19;5
The Blue Hole;https://manganelo.com/manga/hh919081;228763;Yukinobu Hoshino;Oct 30,19;5
Black Feather's Scar;https://manganelo.com/manga/ct919247;102425;unknown;Sep 22,19;5
The Narrow Road To The Deep North;https://manganelo.com/manga/uu920750;20795;Variety Art Works,Bashou Matsuo;Sep 30,19;5
Night On The Galactic Railroad (Variety Art Works);https://manganelo.com/manga/aq920752;26920;Variety Art Works,Kenji Miyazawa;Sep 30,19;5
World Tatto;https://manganelo.com/manga/tv918635;88753;A.Sheriff;Feb 10,20;5.1
Girls X Sexual Harassment Life;https://manganelo.com/manga/girls_x_sexual_harassment_life;332034;Kawai Rou;Sep 28,19;5.1
I’M The Prince’S Consort Candidate However, I Believe I Can Certainly Surpass It!;https://manganelo.com/manga/tn919345;973954;Seo Yuri,Okaya;Dec 24,19;5.2
The Abandoned Hero Is Going Home;https://manganelo.com/manga/ls917943;4194898;unknown;Dec 31,19;5.2
Demi Life!;https://manganelo.com/manga/qb917931;215341;Chika Momoya;Oct 31,19;5.2
The World's Best Assassin, Reincarnated In A Different World As An Aristocrat;https://manganelo.com/manga/qg918612;6491889;Rui Tsukiyo;Jan 08,20;5.3
Star And Hedgehog;https://manganelo.com/manga/xa917890;347444;Nayuta Nago;Dec 02,19;5.5
Buds Of Blue;https://manganelo.com/manga/mk920226;254753;Tsuno Natsume;Dec 17,19;5.5
Spy×Family;https://manganelo.com/manga/mf922004;91681;Endou Tatsuya;Feb 10,20;5.5
Ookami Wa Hana No Kaori;https://manganelo.com/manga/ookami_wa_hana_no_kaori;310574;Riyuma Kana;Feb 11,20;5.5
I Turned My Childhood Friend (♂) Into A Girl;https://manganelo.com/manga/tq921887;440562;Banjo Azusa;Feb 16,20;5.5
Ichika, Bachika;https://manganelo.com/manga/jy921687;164951;Shikke;Jan 01,20;5.5
Hoshigari-Chan No Kareshi Ka Keikaku;https://manganelo.com/manga/qa919495;272585;Kotsume Rokku;Jan 01,20;5.5
My Senpai Is After My Life;https://manganelo.com/manga/hu921545;305574;SUKENO Yoshiaki;Jan 12,20;5.5
Kitto Oujisama Ga Nante;https://manganelo.com/manga/dv918569;243308;Tachi Kuzukawa;Jan 17,20;5.5
Reborn As A Barrier Master;https://manganelo.com/manga/jx919564;1219444;Itsuwa Katou,Naotaro Kataoka;Nov 07,19;5.5
Isn't Our Prince Necessary;https://manganelo.com/manga/yv921145;63136;Keiko Kinoshita;Nov 13,19;5.5
All Night Long (Muno);https://manganelo.com/manga/all_night_long_muno;338897;Muno;Sep 29,19;5.5
The Crows Marriage;https://manganelo.com/manga/the_crows_marriage;402850;Sakura Riko;Nov 15,19;5.6
Renai Fuyuki Todoki;https://manganelo.com/manga/renai_fuyuki_todoki;815504;Nagi Wataru;Dec 04,19;6
Jajako-Chan;https://manganelo.com/manga/ln918565;45055;Akatsuka Fujio;Dec 10,19;6
Unbending Flower;https://manganelo.com/manga/xo920296;286507;MiZi;Dec 10,19;6
Kingdom Hearts Iii;https://manganelo.com/manga/tw919211;170417;Shiro Amano,Tetsuya Nomura;Dec 12,19;6
101St Female Protagonist;https://manganelo.com/manga/ql920440;364409;Studio D,Menanik;Dec 12,19;6
I’M Not A Villainess!! Just Because I Can Control Darkness Doesn’T Mean I’M A Bad Person!;https://manganelo.com/manga/wapv309141567048115;1116940;Rika Fujiwara,Satsuki Otonashi;Dec 21,19;6
Maou Gun Saikyou No Majutsushi Wa Ningen Datta;https://manganelo.com/manga/cd919912;1364133;Anajiro,Ryousuke Hata;Dec 21,19;6
The Door;https://manganelo.com/manga/td920000;32065;TAKAGI Shigeyoshi;Dec 22,19;6
Miracle Nikki Npcs' Fantastical Daily Lives;https://manganelo.com/manga/miracle_nikki_npcs_fantastical_daily_lives;79020;Tiancheng Wenhua;Dec 22,19;6
Accept My Fist Of Love;https://manganelo.com/manga/accept_my_fist_of_love;237205;Murata;Dec 23,19;6
Until I Have All Of You;https://manganelo.com/manga/gw921250;380193;Mariko Yamaoka;Dec 24,19;6
29-Sai Dokushin Wa Isekai De Jiyuu Ni Ikita……katta;https://manganelo.com/manga/zk919364;3516736;Ryuto,Ooha Maiko;Dec 24,19;6
The Duchess Of The Attic;https://manganelo.com/manga/ol920093;778723;Mori;Dec 25,19;6
Marriage To The Wolf;https://manganelo.com/manga/hx921158;264003;Hana Inui;Dec 28,19;6
Ikemen Sugidesu Shiki-Senpai!;https://manganelo.com/manga/qj920108;353475;Yuama;Dec 29,19;6
Color Wing Spirit;https://manganelo.com/manga/ge917748;99773;Yue Tu San;Dec 30,19;6
Mutou Black;https://manganelo.com/manga/mutou_black;164118;Nonoue Daijirou;Dec 30,19;6
The Daughter Of The Albert House Wishes For Ruin;https://manganelo.com/manga/xt917822;1384090;Saki, Satsuki Tsukasa;Dec 30,19;6
Fate/ikustella;https://manganelo.com/manga/jr921673;52408;Type-Moon,Routo Usagi,Marvelous;Dec 31,19;6
Shizuku-Chan's A Real Angel!;https://manganelo.com/manga/ne921989;91559;unknown;Feb 01,20;6
Yubisaki To Renren;https://manganelo.com/manga/kd920272;386711;Suu Morishita;Feb 01,20;6
Henkei Shoujo: School☆Days;https://manganelo.com/manga/ue919580;78101;Henkei Shoujo Group;Feb 02,20;6
My Capricorn Friend;https://manganelo.com/manga/xm919676;138748;Otsuichi,Masaru Miyokawa;Feb 03,20;6
Kami Neko Mii-Chan To Neko Youhin Shoukanshi No Isekai Funtouki;https://manganelo.com/manga/xy921252;408852;Nyantarou,Danimaru;Feb 03,20;6
The Holy Grail Of Eris;https://manganelo.com/manga/oi921103;726339;Hinase Momoyama,Kujira Tokiwa;Feb 03,20;6
Urahara To Dilemma;https://manganelo.com/manga/cv922063;44424;Naono Bohra;Feb 04,20;6
Get Back;https://manganelo.com/manga/zs921774;46022;unknown;Feb 04,20;6
Jouzetsuna Yubi;https://manganelo.com/manga/jouzetsuna_yubi;102219;Naono Bohra;Feb 04,20;6
Hohoemi No Nichijou;https://manganelo.com/manga/xr922082;24127;Kasuga Sunao;Feb 05,20;6
Decision;https://manganelo.com/manga/by922079;128933;Abe Miyuki;Feb 05,20;6
The Strongest Magical Swordsman Ever Reborn As An F-Rank Adventurer.;https://manganelo.com/manga/tn921283;1628835;Yusura Citrus,Kameyama Ookou;Feb 05,20;6
Minotaurus's Sweetheart;https://manganelo.com/manga/cw921418;280864;Shou,Keijirou;Feb 06,20;6
My Wife Is A Little Scary;https://manganelo.com/manga/cv921195;355096;Aguri Kurita;Feb 06,20;6
Mismatched Love;https://manganelo.com/manga/ls918470;222725;Rima;Feb 07,20;6
Holy Guardian Tiger;https://manganelo.com/manga/sj920631;465639;Tasuke Sakura,Tobi,Hiro Oda;Feb 09,20;6
Hatsukoi*rail Trip;https://manganelo.com/manga/iw921199;54490;Yuunon Nagayama;Feb 11,20;6
Doko Ka De Dare Ka Mo Tabete Iru;https://manganelo.com/manga/doko_ka_de_dare_ka_mo_tabete_iru;59410;Takuhei;Feb 11,20;6
Pukuyuri;https://manganelo.com/manga/pukuyuri;200101;Mountain Pukuichi;Feb 11,20;6
Keep Holding On;https://manganelo.com/manga/mn918909;244087;Kom;Feb 11,20;6
Let's Aim For The Deepest Part Of The Otherworldly Labyrinth;https://manganelo.com/manga/wj919965;1493341;Satou Keisuke,UKAI Saki,Tarisa Warinai;Feb 11,20;6
Sanpo Mono;https://manganelo.com/manga/dv919481;76833;Jiro Taniguchi,Masayuki Kusumi;Feb 12,20;6
Kemokko Dobutsuen!;https://manganelo.com/manga/kemokko_dobutsuen;936457;Mepuchin;Feb 13,20;6
The Dark Queen And I Strike Back;https://manganelo.com/manga/eq920260;1911146;Hideaki Yoshikawa;Feb 14,20;6
Yoru To Asa No Uta Ec;https://manganelo.com/manga/ov921877;108672;Harada;Feb 15,20;6
The Housewife;https://manganelo.com/manga/mt921175;137188;Eun Cho;Feb 15,20;6
Love After World Domination;https://manganelo.com/manga/yl920832;682639;Hiroshi Noda,Takahiro Wakamatsu;Feb 15,20;6
Usagi Shouzoku;https://manganelo.com/manga/fq917690;44356;Nodoka Tsurimaki;Feb 16,20;6
Star Child;https://manganelo.com/manga/ni920757;44579;Mao Hashiba;Feb 16,20;6
Nora;https://manganelo.com/manga/nora;60226;Kakei Kazunari;Feb 16,20;6
I Want Your Mother To Be With Me!;https://manganelo.com/manga/es920599;618223;Yutaka Tazawa;Feb 16,20;6
I Am Troubled That My Fiance Is A Villain;https://manganelo.com/manga/jw920004;768989;Mitsuno Hachi ,Sancha;Feb 16,20;6
The Evil Lady's Hero;https://manganelo.com/manga/tv921685;563639;Lee haron;Feb 17,20;6
Torch Song Ecology;https://manganelo.com/manga/torch_song_ecology;60014;Ikuemi Ryou;Feb 18,20;6
Single Petaled Of Spring;https://manganelo.com/manga/ad919235;74441;Mizuha Kirihata;Feb 18,20;6
Lamia Orphe Is Dead;https://manganelo.com/manga/zc922085;251158;Song seori;Feb 18,20;6
Genius Doctor: Black Belly Miss;https://manganelo.com/manga/ci922162;107671;Pan dimensional culture;Feb 19,20;6
Hime Koukan ～Otasaa No Hime Ga Kareshi Koukan Wo Goshomou Na Ken～;https://manganelo.com/manga/xu921965;212929;Ooi Masakazu;Feb 19,20;6
Rebuild World;https://manganelo.com/manga/kg920217;660721;Kirihito Ayamura,Nafuse;Feb 19,20;6
Ura Account Jyoshi;https://manganelo.com/manga/ac920968;715559;Shitenju Shichiho;Feb 19,20;6
"I Became The Strongest With The Failure Frame ""abnormal State Skill"" As I Devastated Everything";https://manganelo.com/manga/qt919984;3014296;Kaoru Shinozaki,Keyaki Uchiuchi,Shou Uyoshi,KWKM;Feb 19,20;6
Their Daily Lives Are Not Sweet;https://manganelo.com/manga/nx919626;138433;Youko Nogiri;Jan 01,20;6
Na No Ni, Chigira-Kun Ga Amasugiru;https://manganelo.com/manga/na_no_ni_chigirakun_ga_amasugiru;310101;Anan Kujira;Jan 01,20;6
Tama No Gohoubi;https://manganelo.com/manga/tama_no_gohoubi;369818;Hoshiya Kaori;Jan 01,20;6
The White Witch - Beautiful Sniper;https://manganelo.com/manga/cp921692;136932;Nagakawa Naruki,Pairan;Jan 02,20;6
Ex-Arm;https://manganelo.com/manga/un921372;345108;HiRock,Shinya Komi;Jan 05,20;6
Lunar Lover;https://manganelo.com/manga/ft921747;28096;Towoo,Sangeun lee;Jan 08,20;6
The Mute Girl And Her New Friend;https://manganelo.com/manga/da921395;319804;Yamura Ichi;Jan 08,20;6
Kaijuu Iro No Shima;https://manganelo.com/manga/kaijuu_iro_no_shima;246286;Mitsuru Hattori;Jan 09,20;6
Kore Ga Koi Na Wake Ga Nai;https://manganelo.com/manga/kore_ga_koi_na_wake_ga_nai;290301;Susuki Sonoichi;Jan 09,20;6
Great Dragon Can Be Defeated With Bare Hands, But Isn't This A Common Sense?;https://manganelo.com/manga/hd919559;852108;Note Takehana,Ryousuke Hata,Umehana;Jan 09,20;6
A Day In The Life Of The Shield Hero;https://manganelo.com/manga/op919661;268968;Aneko Yusagi;Jan 12,20;6
Yakudatazu Skill Ni Jinsei O Sosogikomi 25-Nen, Imasara Saikyou No Boukentan Midori Kashi No Akira;https://manganelo.com/manga/rf919659;2373830;Peroshi,Syuukichi,Guntetsu;Jan 13,20;6
Kono Sekai Wa Tsuite Iru;https://manganelo.com/manga/yq918786;403868;You Ibuki;Jan 14,20;6
Wild Arms Advanced 3Rd Anthology Comic;https://manganelo.com/manga/vm921829;11836;Various;Jan 15,20;6
Hello, Hello And Hello;https://manganelo.com/manga/hu921526;82507;Buta,Tereya,Aya Hazuki;Jan 15,20;6
Nishino – The Boy At The Bottom Of The School Caste And Also At The Top Of The Underground;https://manganelo.com/manga/an919563;405829;Bunkorori,Mata no Ki,Shinohara Nome;Jan 17,20;6
I'm Thinking Of Quitting The Villainess' Entourage;https://manganelo.com/manga/fo919157;828612;Rika Fujiwara, Ponkichi Hoshimado;Jan 17,20;6
Witch Sanctuary;https://manganelo.com/manga/jw920430;65982;Zodiac;Jan 18,20;6
Yakuza Reincarnation;https://manganelo.com/manga/dk921281;826101;Takeshi Natsuhara,Hiroki Miyashita;Jan 18,20;6
The Adventures Of Totoko, Investigative Reporter;https://manganelo.com/manga/jh920532;85611;Kaoru Maruyama;Jan 20,20;6
Aikatsu! Secret Story;https://manganelo.com/manga/lv919265;51510;Bambi Shirayuki;Jan 21,20;6
Aikatsu! (Shirayuki Bambi);https://manganelo.com/manga/aikatsu_shirayuki_bambi;69163;Shirayuki Bambi;Jan 21,20;6
The Family Circumstances Of The Unreliable Witch;https://manganelo.com/manga/fr920637;536865;Piroya;Jan 22,20;6
Shinigami No Koi;https://manganelo.com/manga/shinigami_no_koi;129053;Haruno Ahiru;Jan 23,20;6
Encirclement Love;https://manganelo.com/manga/so921726;726252;Yodogawa Yuo;Jan 23,20;6
#000000: Ultra Black;https://manganelo.com/manga/fr919826;46957;Updating;Jan 25,20;6
#000000 - Ultra Black;https://manganelo.com/manga/000000_ultra_black;68356;Kisaragi Yoshinori;Jan 25,20;6
Tsubame Tip Off!;https://manganelo.com/manga/im921453;113582;Hiroya Watanuki;Jan 25,20;6
Bouncer;https://manganelo.com/manga/ae919581;263752;Mizuta Makoto;Jan 25,20;6
School Of Horns;https://manganelo.com/manga/ud917542;128771;Mito Aoi;Jan 26,20;6
Crescent Moon And Doughnuts;https://manganelo.com/manga/ob921745;136052;Shio Usui;Jan 26,20;6
Playing Siblings;https://manganelo.com/manga/ng920844;215769;Karin Anzai;Jan 26,20;6
You Ain't Qualified Elf As I Need...;https://manganelo.com/manga/dh920680;1078744;tenkla;Jan 26,20;6
Yuusha No Kawari Ni Maou Toubatsu Shitara Tegara O Yokodoroi Saremashita;https://manganelo.com/manga/za921873;289602;Sekijou Hijiri;Jan 27,20;6
False Hero Has No Whereabouts In This World.;https://manganelo.com/manga/hr920153;1374384;Sho Kimizuka;Jan 27,20;6
Usagi No Mori;https://manganelo.com/manga/ic921997;143331;Kyuushiki (Ogawa Chise), Ogawa Chise;Jan 28,20;6
Reverse Villain;https://manganelo.com/manga/yk921785;520684;Gondrigogi , Han yeo-leum;Jan 28,20;6
Flower Day;https://manganelo.com/manga/nc922002;19649;unknown;Jan 29,20;6
The Wolf Lord's Lady;https://manganelo.com/manga/av919287;671192;Morino Ion;Jan 29,20;6
Break Through In Another World With Magical Eyes And Bullets!!;https://manganelo.com/manga/ub918893;2079041;Katanakaji;Jan 29,20;6
Oshi No Idol Ga Tonari No Heya Ni Hikkoshite Kita;https://manganelo.com/manga/ho920718;227311;Sekizui hikinuki no kei;Jan 30,20;6
